10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,6
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
